id,url,channelName,channelUrl,categoryId,categoryName,title,description,thumbnailUrl,tags,durationString,durationSeconds,viewsCount,likesCount,dislikesCount,favouritesCount,commentsCount,engagementsCount,engagementRate,video_id
DclFSsTzF6g,https://www.youtube.com/watch?v=DclFSsTzF6g,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,25,News & Politics,Outlook for sustainable fixed income in Asia,"Angus Hui, Head of Asian & Emerging Market Credit, Asian Fixed Income, shares his views on sustainable fixed income in Asia.  By watching this video, you confirm that you are a Hong Kong resident.",https://i.ytimg.com/vi/DclFSsTzF6g/maxresdefault.jpg,,00:03:01,181,106,5,0,0,0,5,0.047169811,215
fXc1PntV4FY,https://www.youtube.com/watch?v=fXc1PntV4FY,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,"Meet Joe, Global Head of Learning and Head of Human Resources for BlackRock Atlanta","Joe Crowley, Global Head of Learning and Head of Human Resources for BlackRock’s Atlanta Innovation Hub, grew up in #Atlanta, but his career took him to far-flung destinations such as Japan and Hong Kong. When BlackRock gave him the chance to come back to his roots, he jumped at it—and returned to find a diverse city full of innovation and entrepreneurship.",https://i.ytimg.com/vi/fXc1PntV4FY/maxresdefault.jpg,"Financial Wellbeing,BlackRock,Investing in your financial wellbeing,Investment Outlook,We Are BlackRock,Careers at BlackRock,Life at BlackRock,Job Opportunity,Growth,Development,Career,Atlanta,Atlanta iHub,Working in finance,Jobs in Atlanta,Job opportunities in Atlanta,Finance Jobs in Atlanta,Building your career in Atlanta",00:02:42,162,540,0,0,0,0,0,0.0,227
BQnw_5crCqk,https://www.youtube.com/watch?v=BQnw_5crCqk,HSBC,https://www.youtube.com/channel/UCTbuSzdKMgyVRjlr1EWE-gg,27,Education,HSBC Trade Academy | Use Receivables Finance to free up working capital and keep business running,"Receivables Finance could help improve your time to cash and protect against buyers who are unable to pay their invoices. This film offers a short introduction to Receivables Finance, how it works and how it can help your business. | HSBC offers the global solutions that help you to trade with confidence and finance your business. Our Trade Academy learning programme has been designed to demystify trade and help you to navigate the world of trade finance. |  | HSBC is one of the largest banking and financial services organisation in the world, proudly serving more than 40 million customers. On this channel, we're sharing information about our brand and values, our sponsorships and technology stories, and what it's like to work for us.  |  | Connect with us to get our latest updates:  | Visit our website: https://www.hsbc.com/  | Follow us on LinkedIn: https://www.linkedin.com/company/hsbc | Like us on Facebook: https://www.facebook.com/hsbc | Follow us on Twitter: https://twitter.com/HSBC | Follow us on Instagram: https://www.instagram.com/hsbc |  |  #HSBC #TradeAcademy #ReceivablesFinance",https://i.ytimg.com/vi/BQnw_5crCqk/maxresdefault.jpg,"Receivables Finance,HSBC,Trade Academy,HSBC Business,Financial Services,Business Support,HSBC Trade Academy",00:02:37,157,2822,0,0,0,0,0,0.0,235
059Op_Fh1ac,https://www.youtube.com/watch?v=059Op_Fh1ac,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,The 2018 Ryder Cup with Aberdeen Standard Investments,Young Jacob quizzes Thomas Bjorn on what The Ryder Cup is all about. |  | www.aberdeenstandard.com,https://i.ytimg.com/vi/059Op_Fh1ac/maxresdefault.jpg,"golf,rydercu[,thomas bjorn,aberdeen standard investments",00:02:36,156,639,8,3,0,0,11,0.017214397,236
BBE3iFsZ9g0,https://www.youtube.com/watch?v=BBE3iFsZ9g0,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,BlackRock Bottom Line: 4 ways sustainability can increase resilience,"We see four ways sustainability can increase resilience. On the latest episode of #BLKBottomLine, Debbie McCoy, BlackRock Systematic Head of Sustainable Investing, highlights why sustainability can accelerate economic recovery. https://bit.ly/2Dw1bF5",https://i.ytimg.com/vi/BBE3iFsZ9g0/default.jpg,"BlackRock,Debbie McCoy,BlackRock Bottom Line,iShares,Sustainable Investing,Economic Recovery,Economy,Economic Resilience,Sustainability,ESG,Investing Ideas,Investing Strategies",00:02:29,149,2246,17,1,0,1,19,0.008459484,243
spJV8gFSIik,https://www.youtube.com/watch?v=spJV8gFSIik,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Access All Areas at The 2018 Ryder Cup: Episode #5 - The Walk to the 1st Tee,"Aberdeen Standard Investments presents the fifth episode from the behind-the-scenes Ryder Cup series, as Anna Whiteley takes the iconic walk to the first tee alongside winning 2014 Ryder Cup captain Paul McGinley.  |  | Worldwide Partner of The Ryder Cup |  | www.aberdeenstandard.com",https://i.ytimg.com/vi/spJV8gFSIik/maxresdefault.jpg,"golf,ryder cup,aberdeen standard investments",00:02:27,147,1973,4,4,0,0,8,0.004054739,245
HPYR9JCRTCU,https://www.youtube.com/watch?v=HPYR9JCRTCU,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,Asset Allocation Update – June 2018 (EN),"Guillermo Felices, Head of Research and Strategy with our Multi-Asset, Quantitative and Solutions (MAQS) team, reviews the latest major events in the markets globally and discusses their implications on asset allocation.",https://i.ytimg.com/vi/HPYR9JCRTCU/maxresdefault.jpg,"bnp,bnp paribas ip,bnp paribas investment partners,bnpp ip,bnp paribas asset management,investment partners,stratégie d'investissement,gestion d'actifs,solutions d'investissement,marchés,markets,fonds,funds,investment funds,investment products,fonds d'investissement,investissement,investir,banque,asset management,asset allocation,guillermo felices",00:02:26,146,102,0,0,0,0,0,0.0,249
IAFMhrXJ_OA,https://www.youtube.com/watch?v=IAFMhrXJ_OA,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,Can stewardship help tackle biodiversity loss?,,https://i.ytimg.com/vi/IAFMhrXJ_OA/maxresdefault.jpg,"bnp,bnp paribas ip,bnp paribas investment partners,bnpp ip,bnp paribas asset management,investment partners,stratégie d'investissement,gestion d'actifs,solutions d'investissement,marchés,markets,fonds,funds,investment funds,investment products,fonds d'investissement,investissement,investir,banque,asset management",00:02:24,144,9,0,0,0,0,0,0.0,250
C_4MpbDvZjI,https://www.youtube.com/watch?v=C_4MpbDvZjI,Natixis Investment Managers,https://www.youtube.com/channel/UCG4lu3D0JCllf7cSICB27MA,27,Education,Natixis Investment Managers International Graduate Challenge,"Laura Devoucoux shares an update on the second edition of the Natixis Investment Managers International Graduate Challenge, a simulated portfolio management challenge for Masters level students from business schools, engineering schools and universities across the globe. Learn more about Natixis Investment Managers: https://www.im.natixis.com/intl/about-us?utm_content=1618641600&utm_medium=youtube&utm_source=Natixis+Investment+Managers",https://i.ytimg.com/vi/C_4MpbDvZjI/default.jpg,Corporate,00:02:15,135,16,0,0,0,0,0,0.0,260
adk2eYE1SFw,https://www.youtube.com/watch?v=adk2eYE1SFw,Natixis Investment Managers,https://www.youtube.com/channel/UCG4lu3D0JCllf7cSICB27MA,27,Education,The Why? The What? The How?,Jens Peers explains why the market may underappreciate the growth opportunities that come from a transitioning global economy.,https://i.ytimg.com/vi/adk2eYE1SFw/default.jpg,"Asset management,Stewardship,Investment,Investment management,Alternative investments,ESG,Responsible investing,Bond,Multi-asset,Global equity,Fixed income,UK equity,Private Debt,Private Equity,Real Estate,Regulation,Retirement,Sovereign Institutions,Survey,Natural Capital,Institutional investors,Emerging Markets,Equities,Foundations and Endowments,Index,Infrastructure,Natixis Investment Managers,Natixis IM",00:02:14,134,27,0,0,0,0,0,0.0,261
rNKchpuCg-g,https://www.youtube.com/watch?v=rNKchpuCg-g,FranklinTempletonTV,https://www.youtube.com/channel/UC5TMcPB-LGCybX-h0JtWnOQ,27,Education,FRANKLIN TEMPLETON: THE BEST OF BOTH WORLDS,"Everything we do at Franklin Templeton is focused on delivering better client outcomes. It’s why we’ve built a world-class investment firm that aims to offer the best of both worlds: global strength and boutique specialization.  |  | Learn more: www.franklintempleton.com |  | All investments involve risks, including possible loss of principal. | ***To receive further videos and blog posts from Franklin Templeton, subscribe to one of our channels below*** | - Subscribe to our blog, Beyond Bulls & Bears at https://us.beyondbullsandbears.com/​​ | - Follow us on Twitter at https://twitter.com/FTI_US​​ | - Follow us on Facebook at https://www.facebook.com/franklintempleton | Copyright © 2021. Franklin Templeton. All rights reserved.",https://i.ytimg.com/vi/rNKchpuCg-g/default.jpg,"Franklin Templeton,FT,Franklin Templeton Investments,FTI",00:02:13,133,535,2,2,0,0,4,0.007476636,263
cTXC-MN4PGk,https://www.youtube.com/watch?v=cTXC-MN4PGk,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,Monthly Market Overview - June 2018 (EN),"In a changing world, it is key to keep up with the latest economic trends and cyclical factors shaping financial markets. To this end, Andrew CRAIG, Head of Financial Analysis, provides you with an update each month. For more information, check out our blog ‘Investors’ Corner’: http://bit.ly/2L0XiGW",https://i.ytimg.com/vi/cTXC-MN4PGk/maxresdefault.jpg,"market update,investors,investment",00:02:12,132,147,0,0,0,0,0,0.0,264
kkhjAM1Uz4I,https://www.youtube.com/watch?v=kkhjAM1Uz4I,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,#BNPPAMIF19 | Interview with Jane Ambachtsheer,"Interview with Jane Ambachtsheer, Global Head of Sustainability, during the BNP Paribas Asset Management Investment Forum 2019.",https://i.ytimg.com/vi/kkhjAM1Uz4I/maxresdefault.jpg,"bnp,bnp paribas ip,bnp paribas investment partners,bnpp ip,bnp paribas asset management,investment partners,stratégie d'investissement,gestion d'actifs,solutions d'investissement,marchés,markets,fonds,funds,investment funds,investment products,fonds d'investissement,investissement,investir,banque,asset management",00:02:03,123,282,0,0,0,0,0,0.0,274
hHCYgtF9Z54,https://www.youtube.com/watch?v=hHCYgtF9Z54,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,BlackRock Bottom Line: 2021 global outlook,"The Covid-19 pandemic transformed how economies and societies operate.  As we head into a new year, the BlackRock Investment Institute sees 3 new investment themes for the 2021 global outlook on this episode of #BLKBottomLine. Read more: https://bit.ly/3ou1wtU #BLKOutlook",https://i.ytimg.com/vi/hHCYgtF9Z54/default.jpg,"Financial Wellbeing,Economic Outlook,BlackRock,BlackRock Bottom Line,Investing in your financial wellbeing,BlackRock Bulletin,Investment Outlook,Larry Fink,BlackRock Investment Institute,BlackRock Investment Outlook,BlackRock Investment Strategists,BlackRock Weekly Commentary",00:02:02,122,1932,0,0,0,0,0,0.0,276
doFUQ8vDSko,https://www.youtube.com/watch?v=doFUQ8vDSko,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,#BNPPAMIF18 | Interview with Guy Williams,"Interview with Guy Williams, Head or Macro Research, Investment Process & Front Office Risk, BNPPAM, during the BNP Paribas Asset Management Investment Forum 2018.",https://i.ytimg.com/vi/doFUQ8vDSko/maxresdefault.jpg,"bnp,bnp paribas ip,bnp paribas investment partners,bnpp ip,bnp paribas asset management,investment partners,stratégie d'investissement,gestion d'actifs,solutions d'investissement,marchés,markets,fonds,funds,investment funds,investment products,fonds d'investissement,investissement,investir,banque,asset management,investment,forum,investment forum",00:02:02,122,60,0,0,0,0,0,0.0,277
7wC9zKp8kMw,https://www.youtube.com/watch?v=7wC9zKp8kMw,HSBC,https://www.youtube.com/channel/UCTbuSzdKMgyVRjlr1EWE-gg,27,Education,Rugby Brings Cultures Together - The Pioneers - #BRAVE,"Sport brings together people from all over the world. |   | Nowhere is this clearer than #ThePioneers of USA Rugby, an incredibly diverse team drawn from all over America and even the world.  |   | With one year to go until the sporting world is brought together in Tokyo, #ThePioneers will continue to show the uniting power of sport. |   | The Pioneers is created by Zoomfiji and produced by Hill+Knowlton Strategies. |  |  | Subscribe to our YouTube channel: http://grp.hsbc/subscribe   |  | HSBC is one of the largest banking and financial services organisation in the world, proudly serving more than 40 million customers. On this channel, we're sharing information about our brand and values, our sponsorships and technology stories, and what it's like to work for us.  |  | Connect with us to get our latest updates:  | Visit our website: https://www.hsbc.com/  | Follow us on LinkedIn: https://www.linkedin.com/company/hsbc | Like us on Facebook: https://www.facebook.com/hsbc | Follow us on Twitter: https://twitter.com/HSBC | Follow us on Instagram: https://www.instagram.com/hsbc |  | #HSBC",https://i.ytimg.com/vi/7wC9zKp8kMw/default.jpg,"hsbc,hsbc global",00:02:02,122,1855,0,0,0,0,0,0.0,278
5OczIrSM6y0,https://www.youtube.com/watch?v=5OczIrSM6y0,BNP Paribas Asset Management,https://www.youtube.com/channel/UC8WeyDQAPMcYYwM2vE0O0pw,25,News & Politics,Asset Allocation Update – September 2018 (EN),"Guillermo Felices, Head of Research and Strategy with our Multi-Asset, Quantitative and Solutions (MAQS) team, reviews the latest major events in the markets globally and discusses their implications on asset allocation.",https://i.ytimg.com/vi/5OczIrSM6y0/default.jpg,"bnp,bnp paribas ip,bnp paribas investment partners,bnpp ip,bnp paribas asset management,investment partners,stratégie d'investissement,gestion d'actifs,solutions d'investissement,marchés,markets,fonds,funds,investment funds,investment products,fonds d'investissement,investissement,investir,banque,asset management",00:01:57,117,46,0,0,0,0,0,0.0,289
6KDSCFe5zlA,https://www.youtube.com/watch?v=6KDSCFe5zlA,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Scottish Association for Mental Health (SAMH) at the Aberdeen Standard Investments Scottish Open,Players discuss the importance of looking after your mental health and wellbeing as part of SAMH's official charity status of the Aberdeen Standard Investments Scottish Open. |  | Find out more about SAMH - www.samh.org.uk  |  | #ASISO,https://i.ytimg.com/vi/6KDSCFe5zlA/default.jpg,,00:01:49,109,201,1,0,0,0,1,0.004975124,295
Jf_WWtci2V8,https://www.youtube.com/watch?v=Jf_WWtci2V8,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,25,News & Politics,60 Seconds with Johanna Kyrklund - Coronavirus update: How markets might react,"In this short video, Chief Investment Officer Johanna Kyrklund describes how the coronavirus is impacting markets and what might happen next.",https://i.ytimg.com/vi/Jf_WWtci2V8/maxresdefault.jpg,,00:01:42,102,455,3,0,0,0,3,0.006593407,300
BeemzgtFXMk,https://www.youtube.com/watch?v=BeemzgtFXMk,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Gordon Reid #WhereYouCanBeYou,"At Aberdeen Standard Investments we believe that true inclusion can only come to life when we take action together, with our colleagues, our customers, our clients and our stakeholders. Our sponsorships personify this.  |  | Aligning our brand with Gordon Reid and others who share our values and ambition helps us to strengthen and build our business around the world, as well as promote an inclusive and diverse workplace. |  | #WhereYouCanBeYou",https://i.ytimg.com/vi/BeemzgtFXMk/maxresdefault.jpg,"Gordon reid,inclusion,diversity,csr,wimbledon,usopen,frenchopen,rolandgarros,andy murray,scotland,tennis",00:01:35,95,222,1,0,0,0,1,0.004504505,306
n-G3k9QSSgY,https://www.youtube.com/watch?v=n-G3k9QSSgY,FranklinTempletonTV,https://www.youtube.com/channel/UC5TMcPB-LGCybX-h0JtWnOQ,27,Education,The Urgency for Businesses to Transform,"Recorded on October 31, 2018 |  | Ed Abbo, president and CTO, C3 loT, speaks with us about artificial intelligence, technology, and the urgency for businesses to transform to stay in business. |  | All investments involve risks, including possible loss of principal.  | ***To receive further videos and blog posts from Franklin Templeton, subscribe to one of our channels below*** | - Subscribe to our blog, Beyond Bulls & Bears at http://us.beyondbullsandbears.com | - Follow us on Twitter at http://twitter.com/FTI_US | - Follow us on Facebook at http://www.facebook.com/FranklinTempleton | Copyright © 2019. Franklin Templeton Investments. All rights reserved.",https://i.ytimg.com/vi/n-G3k9QSSgY/default.jpg,"Artificial Intelligence,Franklin Templeton Investments",00:01:34,94,109,0,0,0,0,0,0.0,310
LiIyV7SklbQ,https://www.youtube.com/watch?v=LiIyV7SklbQ,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Sustainable Alpha via ESG Investing highlights,"Highlights of the Aberdeen Standard Investments “Sustainable Alpha via ESG Investing” Conference, 19 September 2019, Singapore",https://i.ytimg.com/vi/LiIyV7SklbQ/default.jpg,,00:01:32,92,197,0,0,0,0,0,0.0,313
2_tqQILf2Pk,https://www.youtube.com/watch?v=2_tqQILf2Pk,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,China: the tech factor.,Equity Investment Manager Pruksa Iamthongthong discusses perceptions that China is a low tech country.,https://i.ytimg.com/vi/2_tqQILf2Pk/maxresdefault.jpg,#ASIConf,00:01:32,92,137,3,2,0,0,5,0.03649635,314
EVMYyN4EWRo,https://www.youtube.com/watch?v=EVMYyN4EWRo,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Staging of the 2020 Aberdeen Standard Investments Ladies Scottish Open,A lot of effort went into staging the 2020 Aberdeen Standard Investments Ladies Scottish Open which didn't go unnoticed from the players.  |  | #ASILSO,https://i.ytimg.com/vi/EVMYyN4EWRo/default.jpg,,00:01:29,89,40,0,0,0,0,0,0.0,319
o9PDLaP4-Ao,https://www.youtube.com/watch?v=o9PDLaP4-Ao,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,25,News & Politics,60 seconds with Bob Kaynor: Are small and mid-cap companies weathering the US economic storm?,"After the US reported its worst quarterly GDP figure since the Great Depression, Bob Kaynor discusses the outlook for US small and mid-cap companies.",https://i.ytimg.com/vi/o9PDLaP4-Ao/maxresdefault.jpg,,00:01:29,89,165,3,0,0,0,3,0.018181818,320
J7_uPep4bJw,https://www.youtube.com/watch?v=J7_uPep4bJw,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,East Lothian Foodbank at the Aberdeen Standard Investments Ladies Scottish Open.,Raising funds for the East Lothian Foodbank - official charity of the 2020 Aberdeen Standard Investments Ladies Scottish Open.,https://i.ytimg.com/vi/J7_uPep4bJw/default.jpg,,00:01:28,88,60,0,0,0,0,0,0.0,321
mq04Zpj6FMY,https://www.youtube.com/watch?v=mq04Zpj6FMY,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,The Aberdeen Standard Investments Scottish Open - a special event.,Players give their opinion on what makes the Aberdeen Standard Investments Scottish Open so special. |  | #ASISO,https://i.ytimg.com/vi/mq04Zpj6FMY/default.jpg,,00:01:26,86,65,1,0,0,0,1,0.015384615,324
UJnHd4FWWrc,https://www.youtube.com/watch?v=UJnHd4FWWrc,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Access All Areas at The Ryder Cup : Episode #9 - The Ryder Cup Shop,Aberdeen Standard Investments present the latest episode of the Access All Areas series. Giving you an exclusive look at the Merchandise Store at The 2018 Ryder Cup. |  | Worldwide Partner of The Ryder Cup. |  | www.aberdeenstandard.com,https://i.ytimg.com/vi/UJnHd4FWWrc/maxresdefault.jpg,"golf,ryder cup,aberdeen standard investments",00:01:23,83,2909,2,1,0,0,3,0.001031282,326
RICpnQD1qpA,https://www.youtube.com/watch?v=RICpnQD1qpA,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Scottish Memories at the Aberdeen Standard Investments Ladies Scottish Open,Stars of the 2020 Aberdeen Standard Investments Ladies Scottish Open recount their favourite memories of Scotland - the 'Home of Golf'. |  | #ASILSO,https://i.ytimg.com/vi/RICpnQD1qpA/default.jpg,,00:01:20,80,27,0,0,0,0,0,0.0,331
7kSay5gWXv0,https://www.youtube.com/watch?v=7kSay5gWXv0,HSBC,https://www.youtube.com/channel/UCTbuSzdKMgyVRjlr1EWE-gg,27,Education,"Focus on Entrepreneurs | Meet Josh, co-founder of Just","Josh and his team at Just are trying to find healthier and more sustainable ways to feed people. Watch how he's using big data and technology to solve some of the world's most important problems. |  | Subscribe to HSBC YouTube channel here ➤ http://grp.hsbc/subscribe |  | HSBC is one of the largest banking and financial services organisation in the world, proudly serving more than 40 million customers. On this channel, we're sharing information about our brand and values, our sponsorships and technology stories, and what it's like to work for us.  |  | Connect with us to get our latest updates:  | Visit our website: https://www.hsbc.com/  | Follow us on LinkedIn: https://www.linkedin.com/company/hsbc | Like us on Facebook: https://www.facebook.com/hsbc | Follow us on Twitter: https://twitter.com/HSBC | Follow us on Instagram: https://www.instagram.com/hsbc |  |  #HSBC #Entrepreneur #sustainable",https://i.ytimg.com/vi/7kSay5gWXv0/maxresdefault.jpg,"HSBC,private banking,entrepreneur,start up,business,global,ecommerce,technology,entrepreneurship,sustainability,big data,social enterprise,food,sustainable food",00:01:20,80,674,0,0,0,0,0,0.0,332
wwxLOKpq9iU,https://www.youtube.com/watch?v=wwxLOKpq9iU,FranklinTempletonTV,https://www.youtube.com/channel/UC5TMcPB-LGCybX-h0JtWnOQ,27,Education,POTENTIAL ECONOMIC IMPACT OF THE CORONAVIRUS IS STILL IN ITS EARLY STAGES,"Dr. Michael Hasenstab, Chief Investment Officer, Templeton Global Macro, provides his input on the coronavirus and potential economic concerns.   |  | Recorded on February 13, 2020. | All investments involve risks, including possible loss of principal. | ***To receive further videos and blog posts from Franklin Templeton, subscribe to one of our channels below*** | - Subscribe to our blog, Beyond Bulls & Bears at http://us.beyondbullsandbears.com | - Follow us on Twitter at http://twitter.com/FTI_US | - Follow us on Facebook at http://www.facebook.com/FranklinTempleton | Copyright © 2020. Franklin Templeton. All rights reserved.",https://i.ytimg.com/vi/wwxLOKpq9iU/default.jpg,"Franklin Templeton,Michael Hasenstab,Dr. Michael Hasenstab,coronavirus,economic concerns,economy",00:01:18,78,177,2,1,0,0,3,0.016949153,335
OUEnxWDvkZg,https://www.youtube.com/watch?v=OUEnxWDvkZg,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,17,Sports,The best male UK tennis players practising for Schroders Battle of the Brits,"Looking to go behind the scenes at Schroders Battle of the Brits tennis tournament? Watch Jamie Murray and the team warm up, ahead of their competition where they'll raise money for NHS Charities Together on 23-28 June. |  | #battleofthebrits",https://i.ytimg.com/vi/OUEnxWDvkZg/default.jpg,"Tennis,Jamie Murray,Andy Murray,Wimbledon,Schroders,Brits,Battle of the Brits,NHS,NHS Charities Together,Amazon Prime,Schroders Battle of the Brits,Sponsorship",00:01:16,76,1154,9,0,0,0,9,0.00779896,337
T2CtVhqVCZU,https://www.youtube.com/watch?v=T2CtVhqVCZU,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,"17 Year Old Makes $250,000… Off Sneakers | Srijan Sharma | BlackRock Financial Wellbeing Stories","17 year old Srijan Sharma is trying to pay his college tuition with sneakers. Srijan’s shop, Trunxs Kicks, is expected to make $250,000 in sales. The high school sneakerhead merged his love for limited-edition sneakers and passion for entrepreneurship to kick-start his college savings. |   | Wealth isn't just for the wealthy. We explore the unique stories of people defining their own well-being by redefining their sense of wealth.  |   | For more wealth: http://bit.ly/60SDWealth |   | Investing involves risks, including possible loss of principal. 838013 | For more on BlackRock: https://www.youtube.com/user/blackrock",https://i.ytimg.com/vi/T2CtVhqVCZU/maxresdefault.jpg,"economic outlook,finance,sneakerhead,paying for college,paying for college through sneakers,Teen entrepreneurship,financial wellbeing,wellness,youth investing,College preparation,BlackRock,BlackRock's mission,Young & Rich,Side hustles,Side jobs,sneaker,sneakerheads,sneakers,sneakercollector,sneakerness hypebeast,payingforcollege,savingforcollege,personalfinance,teenpreneur",00:01:10,70,1526,13,0,0,0,13,0.008519004,343
5mLAZXG29kU,https://www.youtube.com/watch?v=5mLAZXG29kU,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,Super Hosts | Yates Family | BlackRock Financial wellbeing stories,"Retirees James and Inja Yates are superhosts, who learned to save and invest early on so that they could live comfortably in retirement while also giving back. A few years ago, they started their second careers by opening up their home to travelers, where they provide free home-cooked breakfasts. The retiree entrepreneurs are also giving back to their community by using their rental income to support scholarships for minority students. So far, they’ve donated $70K+.  |  | Wealth isn't just for the wealthy. 60 Second Docs Wealth with BlackRock explores the unique stories of people defining their own well-being by redefining their sense of wealth.  |  | #FinancialWellbeing #BlackRock #RedefiningFinancialGoals |  | For more wealth stories: http://bit.ly/60SDWealth | For more on BlackRock: https://www.youtube.com/user/blackrock | Investing involves risks, including possible loss of principal. 794644",https://i.ytimg.com/vi/5mLAZXG29kU/maxresdefault.jpg,"blackrock,finance,#financialwellbeing,Wellness and wellbeing,Financial Wellness,Amobi Okugo,Athlete wellbeing,Athlete Financial Preparedness,Wellness,Financial Wellbeing,Wealth Stories,Redefining wealth,Redefining wealth for individuals,BlackRock Wealth Stories,BlackRock Financial Wellbeing Stories,retirement goals,retirement plans,redefining retirement,cute retired couple,airbnb impact on retirement,airbnb hosts,young people care",00:01:10,70,644,4,1,0,0,5,0.007763975,344
dnDqANUWNWA,https://www.youtube.com/watch?v=dnDqANUWNWA,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,Supporting communities | Colombia Infrastructure,We’re funding 460+ miles of road building ventures across Colombia. Watch to see how these projects are strengthening #local economies. |  | Watch with Audio Descriptions: https://youtu.be/zYeNkf6tLg0,https://i.ytimg.com/vi/dnDqANUWNWA/maxresdefault.jpg,"Financial Wellbeing,Economic Outlook,BlackRock,BlackRock Bottom Line,Investing in your financial wellbeing,BlackRock Bulletin,Investment Outlook,Larry Fink,BlackRock Investment Institute,BlackRock Investment Outlook,BlackRock Investment Strategists,BlackRock Weekly Commentary",00:01:08,68,314,0,0,0,0,0,0.0,348
yiVD_5GVBh4,https://www.youtube.com/watch?v=yiVD_5GVBh4,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,25,News & Politics,The four “M”s: why the 21st century belongs to Asia,"Asia is on course to dominate the 21st century, bringing a wealth of investment opportunity.",https://i.ytimg.com/vi/yiVD_5GVBh4/maxresdefault.jpg,,00:01:08,68,421,5,0,0,0,5,0.011876485,349
rJ4_tvVfrcM,https://www.youtube.com/watch?v=rJ4_tvVfrcM,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Scottish Trivia at the Aberdeen Standard Investments Ladies Scottish Open,Some Scottish trivia for the Aberdeen Standard Investments Ladies Scottish Open field.,https://i.ytimg.com/vi/rJ4_tvVfrcM/maxresdefault.jpg,"scottish trivia,scottish golf,golf trivia,ladies scottish open,lso",00:01:05,65,132,0,0,0,0,0,0.0,350
